ID,Knum,CSPLIT_REC,TSD_NUM,INVOICE,LocCode,SystemDate,ApplicationDate,EventType,BGN01,SF_TRANS,STAT_FLAG,EXT,MSG1,MSG2,MSG3,MSG4,MSG5,MSG6,MSG7,MSG8,MSG9,MSG10,REQUESTED_DAYS,OFOUR_FROM,OFOUR_TO,CONFIRM_NUM,TIMEZONE,EMP_CODE,EMP_LNAME,EMP_FNAME,FIELD_CHANGED,REZ_NUM,csplitid
1800000309,037-SAMPLE1065,0,0,,6812,20260212164517,202602121645.0,1,61,,,,RA-eSignerPrint Interface,Event 3,,,,,,,,,0,,,037-SAMPLE1065,1,EMP_0054,EMP,EMP,,,0
1800000310,037-SAMPLE1065,0,0,,6919,20260213151838,202602131518.0,1,66,,,,RA-eSignerPrint Interface,Event 4,,,,,,,,,0,,,037-SAMPLE1065,1,EMP_0037,EMP,EMP,,,0
1800000311,037-SAMPLE1065,0,0,,1687,20260214090533,202602140905.0,1,17,,,,RA-eSignerPrint Interface,Event 5,,,,,,,,,0,,,037-SAMPLE1065,1,EMP_0037,EMP,EMP,,,0
1800000312,037-SAMPLE1065,0,0,,1332,20260215152403,202602151524.0,4,80,,,,Loc-Contact,Event 6,,,,,,,,,0,,,037-SAMPLE1065,1,EMP_0080,EMP,EMP,,,0
1800000313,037-SAMPLE1066,0,0,,2354,20260106152131,202601061521.0,1,40,,,,RA-eSignerPrint Interface,Initial contact,,,,,,,,,0,,,037-SAMPLE1066,1,EMP_0054,EMP,EMP,,,0
1800000314,037-SAMPLE1066,0,0,,7069,20260107131716,202601071317.0,1,79,,,,RA-eSignerPrint Interface,Event 2,,,,,,,,,0,,,037-SAMPLE1066,1,EMP_0007,EMP,EMP,,,0
1800000315,037-SAMPLE1066,0,0,,1852,20260108173358,202601081733.0,4,45,,,,Loc-Contact,Event 3,,,,,,,,,0,,,037-SAMPLE1066,1,EMP_0061,EMP,EMP,,,0
1800000316,037-SAMPLE1066,0,0,,4544,20260109084155,202601090841.0,1,51,,,,RA-eSignerPrint Interface,Event 4,,,,,,,,,0,,,037-SAMPLE1066,1,EMP_0018,EMP,EMP,,,0
1800000317,037-SAMPLE1066,0,0,,7270,20260110083238,202601100832.0,4,61,,,,Loc-Contact,Event 5,,,,,,,,,0,,,037-SAMPLE1066,1,EMP_0023,EMP,EMP,,,0
1800000318,037-SAMPLE1066,0,0,,423,20260111134312,202601111343.0,3,35,,,,Edi-Update,Event 6,,,,,,,,,0,,,037-SAMPLE1066,1,EMP_0026,EMP,EMP,,,0
1800000319,037-SAMPLE1066,0,0,,3200,20260112104337,202601121043.0,4,39,,,,Loc-Contact,Event 7,,,,,,,,,0,,,037-SAMPLE1066,1,EMP_0036,EMP,EMP,,,0
1800000320,037-SAMPLE1067,0,0,,4632,20260106144748,202601061447.0,4,1,,,,Loc-Contact,Initial contact,,,,,,,,,0,,,037-SAMPLE1067,1,EMP_0005,EMP,EMP,,,0
1800000321,037-SAMPLE1067,0,0,,3174,20260107081201,202601070812.0,3,42,,,,Edi-Update,Event 2,Converted,,,,,,,,0,,,037-SAMPLE1067,1,EMP_0021,EMP,EMP,,,0
1800000322,037-SAMPLE1068,0,0,,6133,20260106151936,202601061519.0,1,64,,,,RA-eSignerPrint Interface,Initial contact,,,,,,,,,0,,,037-SAMPLE1068,1,EMP_0033,EMP,EMP,,,0
1800000323,037-SAMPLE1068,0,0,,5941,20260107131746,202601071317.0,3,7,,,,Edi-Update,Event 2,,,,,,,,,0,,,037-SAMPLE1068,1,EMP_0079,EMP,EMP,,,0
1800000324,037-SAMPLE1068,0,0,,7124,20260108132209,202601081322.0,1,47,,,,RA-eSignerPrint Interface,Event 3,Converted,,,,,,,,0,,,037-SAMPLE1068,1,EMP_0066,EMP,EMP,,,0
1800000325,037-SAMPLE1069,0,0,,9840,20260113122230,202601131222.0,1,27,,,,RA-eSignerPrint Interface,Initial contact,,,,,,,,,0,,,037-SAMPLE1069,1,EMP_0012,EMP,EMP,,,0
1800000326,037-SAMPLE1069,0,0,,7615,20260114174129,202601141741.0,0,56,,,,Rez-CDP Messaging,Event 2,,,,,,,,,0,,,037-SAMPLE1069,1,EMP_0076,EMP,EMP,,,0
1800000327,037-SAMPLE1069,0,0,,732,20260115121529,202601151215.0,4,95,,,,Loc-Contact,Event 3,,,,,,,,,0,,,037-SAMPLE1069,1,EMP_0035,EMP,EMP,,,0
1800000328,037-SAMPLE1069,0,0,,7471,20260116183900,202601161839.0,0,82,,,,Rez-CDP Messaging,Event 4,,,,,,,,,0,,,037-SAMPLE1069,1,EMP_0064,EMP,EMP,,,0
1800000329,037-SAMPLE1069,0,0,,9654,20260117142247,202601171422.0,0,73,,,,Rez-CDP Messaging,Event 5,,,,,,,,,0,,,037-SAMPLE1069,1,EMP_0018,EMP,EMP,,,0
1800000330,037-SAMPLE1069,0,0,,531,20260118180305,202601181803.0,1,43,,,,RA-eSignerPrint Interface,Event 6,,,,,,,,,0,,,037-SAMPLE1069,1,EMP_0085,EMP,EMP,,,0
1800000331,037-SAMPLE1069,0,0,,3262,20260119101442,202601191014.0,1,77,,,,RA-eSignerPrint Interface,Event 7,,,,,,,,,0,,,037-SAMPLE1069,1,EMP_0080,EMP,EMP,,,0
1800000332,037-SAMPLE1069,0,0,,510,20260120170052,202601201700.0,1,70,,,,RA-eSignerPrint Interface,Event 8,,,,,,,,,0,,,037-SAMPLE1069,1,EMP_0062,EMP,EMP,,,0
1800000333,037-SAMPLE1070,0,0,,9776,20260203163126,202602031631.0,1,34,,,,RA-eSignerPrint Interface,Initial contact,,,,,,,,,0,,,037-SAMPLE1070,1,EMP_0061,EMP,EMP,,,0
1800000334,037-SAMPLE1070,0,0,,5983,20260204090033,202602040900.0,3,27,,,,Edi-Update,Event 2,,,,,,,,,0,,,037-SAMPLE1070,1,EMP_0074,EMP,EMP,,,0
1800000335,037-SAMPLE1070,0,0,,3638,20260205100628,202602051006.0,4,70,,,,Loc-Contact,Event 3,,,,,,,,,0,,,037-SAMPLE1070,1,EMP_0014,EMP,EMP,,,0
1800000336,037-SAMPLE1070,0,0,,9955,20260206112046,202602061120.0,0,8,,,,Rez-CDP Messaging,Event 4,,,,,,,,,0,,,037-SAMPLE1070,1,EMP_0079,EMP,EMP,,,0
1800000337,037-SAMPLE1071,0,0,,3978,20260127151123,202601271511.0,3,41,,,,Edi-Update,Initial contact,,,,,,,,,0,,,037-SAMPLE1071,1,EMP_0085,EMP,EMP,,,0
1800000338,037-SAMPLE1071,0,0,,668,20260128174554,202601281745.0,4,74,,,,Loc-Contact,Event 2,,,,,,,,,0,,,037-SAMPLE1071,1,EMP_0007,EMP,EMP,,,0
1800000339,037-SAMPLE1071,0,0,,2458,20260128084855,202601280848.0,3,17,,,,Edi-Update,Event 3,,,,,,,,,0,,,037-SAMPLE1071,1,EMP_0007,EMP,EMP,,,0
1800000340,037-SAMPLE1071,0,0,,9946,20260128090051,202601280900.0,1,35,,,,RA-eSignerPrint Interface,Event 4,,,,,,,,,0,,,037-SAMPLE1071,1,EMP_0030,EMP,EMP,,,0
1800000341,037-SAMPLE1071,0,0,,257,20260128170620,202601281706.0,0,49,,,,Rez-CDP Messaging,Event 5,,,,,,,,,0,,,037-SAMPLE1071,1,EMP_0059,EMP,EMP,,,0
1800000342,037-SAMPLE1071,0,0,,5587,20260128093407,202601280934.0,4,90,,,,Loc-Contact,Event 6,,,,,,,,,0,,,037-SAMPLE1071,1,EMP_0007,EMP,EMP,,,0
1800000343,037-SAMPLE1072,0,0,,6578,20260113144245,202601131442.0,3,65,,,,Edi-Update,Initial contact,,,,,,,,,0,,,037-SAMPLE1072,1,EMP_0014,EMP,EMP,,,0
1800000344,037-SAMPLE1072,0,0,,2777,20260114124028,202601141240.0,1,88,,,,RA-eSignerPrint Interface,Event 2,,,,,,,,,0,,,037-SAMPLE1072,1,EMP_0051,EMP,EMP,,,0
1800000345,037-SAMPLE1072,0,0,,4223,20260115125539,202601151255.0,1,6,,,,RA-eSignerPrint Interface,Event 3,,,,,,,,,0,,,037-SAMPLE1072,1,EMP_0001,EMP,EMP,,,0
1800000346,037-SAMPLE1072,0,0,,3126,20260116171602,202601161716.0,4,19,,,,Loc-Contact,Event 4,,,,,,,,,0,,,037-SAMPLE1072,1,EMP_0042,EMP,EMP,,,0
1800000347,037-SAMPLE1072,0,0,,8797,20260117165521,202601171655.0,1,44,,,,RA-eSignerPrint Interface,Event 5,,,,,,,,,0,,,037-SAMPLE1072,1,EMP_0064,EMP,EMP,,,0
1800000348,037-SAMPLE1072,0,0,,4369,20260118132039,202601181320.0,4,52,,,,Loc-Contact,Event 6,,,,,,,,,0,,,037-SAMPLE1072,1,EMP_0007,EMP,EMP,,,0
1800000349,037-SAMPLE1072,0,0,,5687,20260119150148,202601191501.0,4,37,,,,Loc-Contact,Event 7,,,,,,,,,0,,,037-SAMPLE1072,1,EMP_0008,EMP,EMP,,,0
1800000350,037-SAMPLE1072,0,0,,2530,20260120155833,202601201558.0,3,65,,,,Edi-Update,Event 8,,,,,,,,,0,,,037-SAMPLE1072,1,EMP_0009,EMP,EMP,,,0
1800000351,037-SAMPLE1073,0,0,,567,20260120170544,202601201705.0,1,91,,,,RA-eSignerPrint Interface,Initial contact,,,,,,,,,0,,,037-SAMPLE1073,1,EMP_0067,EMP,EMP,,,0
1800000352,037-SAMPLE1073,0,0,,9761,20260121135740,202601211357.0,0,1,,,,Rez-CDP Messaging,Event 2,,,,,,,,,0,,,037-SAMPLE1073,1,EMP_0095,EMP,EMP,,,0
1800000353,037-SAMPLE1074,0,0,,3856,20260217153636,202602171536.0,4,51,,,,Loc-Contact,Initial contact,,,,,,,,,0,,,037-SAMPLE1074,1,EMP_0069,EMP,EMP,,,0
1800000354,037-SAMPLE1074,0,0,,8186,20260218164756,202602181647.0,1,78,,,,RA-eSignerPrint Interface,Event 2,,,,,,,,,0,,,037-SAMPLE1074,1,EMP_0030,EMP,EMP,,,0
1800000355,037-SAMPLE1074,0,0,,7273,20260219101039,202602191010.0,4,77,,,,Loc-Contact,Event 3,,,,,,,,,0,,,037-SAMPLE1074,1,EMP_0034,EMP,EMP,,,0
1800000356,037-SAMPLE1074,0,0,,5405,20260220101733,202602201017.0,4,98,,,,Loc-Contact,Event 4,,,,,,,,,0,,,037-SAMPLE1074,1,EMP_0064,EMP,EMP,,,0
1800000357,037-SAMPLE1074,0,0,,177,20260221093951,202602210939.0,1,44,,,,RA-eSignerPrint Interface,Event 5,,,,,,,,,0,,,037-SAMPLE1074,1,EMP_0026,EMP,EMP,,,0
1800000358,037-SAMPLE1075,0,0,,7452,20260217085631,202602170856.0,4,57,,,,Loc-Contact,Initial contact,,,,,,,,,0,,,037-SAMPLE1075,1,EMP_0014,EMP,EMP,,,0
1800000359,037-SAMPLE1075,0,0,,4068,20260218154737,202602181547.0,3,31,,,,Edi-Update,Event 2,,,,,,,,,0,,,037-SAMPLE1075,1,EMP_0085,EMP,EMP,,,0
1800000360,037-SAMPLE1075,0,0,,3007,20260219184301,202602191843.0,3,23,,,,Edi-Update,Event 3,,,,,,,,,0,,,037-SAMPLE1075,1,EMP_0073,EMP,EMP,,,0
1800000361,037-SAMPLE1075,0,0,,8924,20260220082845,202602200828.0,3,81,,,,Edi-Update,Event 4,,,,,,,,,0,,,037-SAMPLE1075,1,EMP_0043,EMP,EMP,,,0
1800000362,037-SAMPLE1075,0,0,,2626,20260221125159,202602211251.0,4,23,,,,Loc-Contact,Event 5,,,,,,,,,0,,,037-SAMPLE1075,1,EMP_0059,EMP,EMP,,,0
1800000363,037-SAMPLE1075,0,0,,3009,20260222134046,202602221340.0,3,24,,,,Edi-Update,Event 6,,,,,,,,,0,,,037-SAMPLE1075,1,EMP_0018,EMP,EMP,,,0
1800000364,037-SAMPLE1075,0,0,,3038,20260223141649,202602231416.0,3,99,,,,Edi-Update,Event 7,,,,,,,,,0,,,037-SAMPLE1075,1,EMP_0080,EMP,EMP,,,0
1800000365,037-SAMPLE1076,0,0,,9667,20260120135942,202601201359.0,0,11,,,,Rez-CDP Messaging,Initial contact,,,,,,,,,0,,,037-SAMPLE1076,1,EMP_0058,EMP,EMP,,,0
1800000366,037-SAMPLE1076,0,0,,6820,20260121151719,202601211517.0,3,85,,,,Edi-Update,Event 2,,,,,,,,,0,,,037-SAMPLE1076,1,EMP_0025,EMP,EMP,,,0
1800000367,037-SAMPLE1076,0,0,,2618,20260122120343,202601221203.0,0,2,,,,Rez-CDP Messaging,Event 3,,,,,,,,,0,,,037-SAMPLE1076,1,EMP_0094,EMP,EMP,,,0
1800000368,037-SAMPLE1077,0,0,,9803,20260217180452,202602171804.0,3,28,,,,Edi-Update,Initial contact,,,,,,,,,0,,,037-SAMPLE1077,1,EMP_0019,EMP,EMP,,,0
1800000369,037-SAMPLE1077,0,0,,1157,20260218181606,202602181816.0,3,7,,,,Edi-Update,Event 2,,,,,,,,,0,,,037-SAMPLE1077,1,EMP_0057,EMP,EMP,,,0
1800000370,037-SAMPLE1077,0,0,,5506,20260219170034,202602191700.0,4,81,,,,Loc-Contact,Event 3,,,,,,,,,0,,,037-SAMPLE1077,1,EMP_0064,EMP,EMP,,,0
1800000371,037-SAMPLE1077,0,0,,5781,20260220082258,202602200822.0,4,28,,,,Loc-Contact,Event 4,,,,,,,,,0,,,037-SAMPLE1077,1,EMP_0086,EMP,EMP,,,0
1800000372,037-SAMPLE1077,0,0,,3986,20260221091342,202602210913.0,3,60,,,,Edi-Update,Event 5,,,,,,,,,0,,,037-SAMPLE1077,1,EMP_0022,EMP,EMP,,,0
1800000373,037-SAMPLE1077,0,0,,9668,20260222133403,202602221334.0,1,37,,,,RA-eSignerPrint Interface,Event 6,,,,,,,,,0,,,037-SAMPLE1077,1,EMP_0042,EMP,EMP,,,0
1800000374,037-SAMPLE1078,0,0,,4032,20260113115815,202601131158.0,1,71,,,,RA-eSignerPrint Interface,Initial contact,,,,,,,,,0,,,037-SAMPLE1078,1,EMP_0069,EMP,EMP,,,0
1800000375,037-SAMPLE1078,0,0,,8965,20260114104913,202601141049.0,1,87,,,,RA-eSignerPrint Interface,Event 2,,,,,,,,,0,,,037-SAMPLE1078,1,EMP_0058,EMP,EMP,,,0
1800000376,037-SAMPLE1078,0,0,,3980,20260115121608,202601151216.0,3,69,,,,Edi-Update,Event 3,,,,,,,,,0,,,037-SAMPLE1078,1,EMP_0097,EMP,EMP,,,0
1800000377,037-SAMPLE1079,0,0,,5577,20260210090337,202602100903.0,0,85,,,,Rez-CDP Messaging,Initial contact,,,,,,,,,0,,,037-SAMPLE1079,1,EMP_0051,EMP,EMP,,,0
1800000378,037-SAMPLE1079,0,0,,8023,20260211145049,202602111450.0,3,20,,,,Edi-Update,Event 2,,,,,,,,,0,,,037-SAMPLE1079,1,EMP_0039,EMP,EMP,,,0
1800000379,037-SAMPLE1079,0,0,,6018,20260212172823,202602121728.0,4,46,,,,Loc-Contact,Event 3,,,,,,,,,0,,,037-SAMPLE1079,1,EMP_0050,EMP,EMP,,,0
1800000380,037-SAMPLE1080,0,0,,3695,20260120101805,202601201018.0,4,26,,,,Loc-Contact,Initial contact,,,,,,,,,0,,,037-SAMPLE1080,1,EMP_0036,EMP,EMP,,,0
1800000381,037-SAMPLE1080,0,0,,2775,20260121080829,202601210808.0,4,40,,,,Loc-Contact,Event 2,,,,,,,,,0,,,037-SAMPLE1080,1,EMP_0067,EMP,EMP,,,0
1800000382,037-SAMPLE1080,0,0,,8908,20260122155226,202601221552.0,4,39,,,,Loc-Contact,Event 3,,,,,,,,,0,,,037-SAMPLE1080,1,EMP_0091,EMP,EMP,,,0
1800000383,037-SAMPLE1080,0,0,,3665,20260123132726,202601231327.0,4,68,,,,Loc-Contact,Event 4,,,,,,,,,0,,,037-SAMPLE1080,1,EMP_0046,EMP,EMP,,,0
1800000384,037-SAMPLE1080,0,0,,2837,20260124110935,202601241109.0,4,52,,,,Loc-Contact,Event 5,,,,,,,,,0,,,037-SAMPLE1080,1,EMP_0038,EMP,EMP,,,0
1800000385,037-SAMPLE1080,0,0,,3792,20260125081609,202601250816.0,4,51,,,,Loc-Contact,Event 6,,,,,,,,,0,,,037-SAMPLE1080,1,EMP_0005,EMP,EMP,,,0
1800000386,037-SAMPLE1080,0,0,,2123,20260126102011,202601261020.0,3,47,,,,Edi-Update,Event 7,,,,,,,,,0,,,037-SAMPLE1080,1,EMP_0001,EMP,EMP,,,0
1800000387,037-SAMPLE1080,0,0,,8836,20260127150116,202601271501.0,1,47,,,,RA-eSignerPrint Interface,Event 8,,,,,,,,,0,,,037-SAMPLE1080,1,EMP_0084,EMP,EMP,,,0
1800000388,037-SAMPLE1081,0,0,,1799,20260210162708,202602101627.0,1,43,,,,RA-eSignerPrint Interface,Initial contact,,,,,,,,,0,,,037-SAMPLE1081,1,EMP_0021,EMP,EMP,,,0
1800000389,037-SAMPLE1081,0,0,,554,20260211123425,202602111234.0,3,81,,,,Edi-Update,Event 2,Converted,,,,,,,,0,,,037-SAMPLE1081,1,EMP_0086,EMP,EMP,,,0
1800000390,037-SAMPLE1082,0,0,,7214,20260120175135,202601201751.0,4,52,,,,Loc-Contact,Initial contact,,,,,,,,,0,,,037-SAMPLE1082,1,EMP_0003,EMP,EMP,,,0
1800000391,037-SAMPLE1082,0,0,,3627,20260121084315,202601210843.0,4,3,,,,Loc-Contact,Event 2,,,,,,,,,0,,,037-SAMPLE1082,1,EMP_0082,EMP,EMP,,,0
1800000392,037-SAMPLE1082,0,0,,8215,20260122095803,202601220958.0,3,66,,,,Edi-Update,Event 3,,,,,,,,,0,,,037-SAMPLE1082,1,EMP_0023,EMP,EMP,,,0
1800000393,037-SAMPLE1082,0,0,,1055,20260123144602,202601231446.0,1,49,,,,RA-eSignerPrint Interface,Event 4,,,,,,,,,0,,,037-SAMPLE1082,1,EMP_0027,EMP,EMP,,,0
1800000394,037-SAMPLE1082,0,0,,4162,20260124092005,202601240920.0,3,48,,,,Edi-Update,Event 5,,,,,,,,,0,,,037-SAMPLE1082,1,EMP_0044,EMP,EMP,,,0
1800000395,037-SAMPLE1082,0,0,,591,20260125163952,202601251639.0,4,54,,,,Loc-Contact,Event 6,,,,,,,,,0,,,037-SAMPLE1082,1,EMP_0004,EMP,EMP,,,0
1800000396,037-SAMPLE1083,0,0,,2008,20260106132057,202601061320.0,0,34,,,,Rez-CDP Messaging,Initial contact,,,,,,,,,0,,,037-SAMPLE1083,1,EMP_0094,EMP,EMP,,,0
1800000397,037-SAMPLE1083,0,0,,1004,20260107124602,202601071246.0,4,90,,,,Loc-Contact,Event 2,,,,,,,,,0,,,037-SAMPLE1083,1,EMP_0003,EMP,EMP,,,0
1800000398,037-SAMPLE1083,0,0,,753,20260108092833,202601080928.0,4,6,,,,Loc-Contact,Event 3,,,,,,,,,0,,,037-SAMPLE1083,1,EMP_0099,EMP,EMP,,,0
1800000399,037-SAMPLE1083,0,0,,8099,20260109102129,202601091021.0,0,77,,,,Rez-CDP Messaging,Event 4,,,,,,,,,0,,,037-SAMPLE1083,1,EMP_0054,EMP,EMP,,,0
1800000400,037-SAMPLE1083,0,0,,3095,20260110154218,202601101542.0,4,75,,,,Loc-Contact,Event 5,,,,,,,,,0,,,037-SAMPLE1083,1,EMP_0036,EMP,EMP,,,0
1800000401,037-SAMPLE1083,0,0,,1359,20260111102321,202601111023.0,0,76,,,,Rez-CDP Messaging,Event 6,,,,,,,,,0,,,037-SAMPLE1083,1,EMP_0011,EMP,EMP,,,0
1800000402,037-SAMPLE1084,0,0,,6786,20260113145440,202601131454.0,4,24,,,,Loc-Contact,Initial contact,,,,,,,,,0,,,037-SAMPLE1084,1,EMP_0034,EMP,EMP,,,0
1800000403,037-SAMPLE1084,0,0,,4579,20260114084813,202601140848.0,1,59,,,,RA-eSignerPrint Interface,Event 2,,,,,,,,,0,,,037-SAMPLE1084,1,EMP_0045,EMP,EMP,,,0
1800000404,037-SAMPLE1084,0,0,,8874,20260115152239,202601151522.0,3,15,,,,Edi-Update,Event 3,,,,,,,,,0,,,037-SAMPLE1084,1,EMP_0012,EMP,EMP,,,0
1800000405,037-SAMPLE1084,0,0,,8269,20260116082911,202601160829.0,0,57,,,,Rez-CDP Messaging,Event 4,,,,,,,,,0,,,037-SAMPLE1084,1,EMP_0028,EMP,EMP,,,0
1800000406,037-SAMPLE1084,0,0,,3238,20260117134231,202601171342.0,3,72,,,,Edi-Update,Event 5,,,,,,,,,0,,,037-SAMPLE1084,1,EMP_0034,EMP,EMP,,,0
1800000407,037-SAMPLE1084,0,0,,412,20260118155422,202601181554.0,1,8,,,,RA-eSignerPrint Interface,Event 6,,,,,,,,,0,,,037-SAMPLE1084,1,EMP_0100,EMP,EMP,,,0
1800000408,037-SAMPLE1085,0,0,,5593,20260120160018,202601201600.0,0,40,,,,Rez-CDP Messaging,Initial contact,,,,,,,,,0,,,037-SAMPLE1085,1,EMP_0048,EMP,EMP,,,0
1800000409,037-SAMPLE1085,0,0,,3149,20260121085530,202601210855.0,3,8,,,,Edi-Update,Event 2,,,,,,,,,0,,,037-SAMPLE1085,1,EMP_0066,EMP,EMP,,,0
1800000410,037-SAMPLE1085,0,0,,2948,20260122105038,202601221050.0,4,18,,,,Loc-Contact,Event 3,,,,,,,,,0,,,037-SAMPLE1085,1,EMP_0062,EMP,EMP,,,0
1800000411,037-SAMPLE1085,0,0,,1341,20260123133149,202601231331.0,1,66,,,,RA-eSignerPrint Interface,Event 4,Converted,,,,,,,,0,,,037-SAMPLE1085,1,EMP_0071,EMP,EMP,,,0
1800000412,037-SAMPLE1086,0,0,,4977,20260210083002,202602100830.0,3,80,,,,Edi-Update,Initial contact,,,,,,,,,0,,,037-SAMPLE1086,1,EMP_0007,EMP,EMP,,,0
1800000413,037-SAMPLE1086,0,0,,9023,20260211083217,202602110832.0,1,29,,,,RA-eSignerPrint Interface,Event 2,,,,,,,,,0,,,037-SAMPLE1086,1,EMP_0020,EMP,EMP,,,0
1800000414,037-SAMPLE1086,0,0,,5151,20260212173740,202602121737.0,0,74,,,,Rez-CDP Messaging,Event 3,,,,,,,,,0,,,037-SAMPLE1086,1,EMP_0089,EMP,EMP,,,0
1800000415,037-SAMPLE1086,0,0,,7968,20260213105843,202602131058.0,1,75,,,,RA-eSignerPrint Interface,Event 4,,,,,,,,,0,,,037-SAMPLE1086,1,EMP_0084,EMP,EMP,,,0
1800000416,037-SAMPLE1086,0,0,,8693,20260214173902,202602141739.0,4,38,,,,Loc-Contact,Event 5,,,,,,,,,0,,,037-SAMPLE1086,1,EMP_0070,EMP,EMP,,,0
1800000417,037-SAMPLE1086,0,0,,6178,20260215183418,202602151834.0,4,78,,,,Loc-Contact,Event 6,,,,,,,,,0,,,037-SAMPLE1086,1,EMP_0073,EMP,EMP,,,0
1800000418,037-SAMPLE1086,0,0,,5220,20260216141949,202602161419.0,0,86,,,,Rez-CDP Messaging,Event 7,,,,,,,,,0,,,037-SAMPLE1086,1,EMP_0028,EMP,EMP,,,0
1800000419,037-SAMPLE1087,0,0,,2089,20260106081823,202601060818.0,0,30,,,,Rez-CDP Messaging,Initial contact,,,,,,,,,0,,,037-SAMPLE1087,1,EMP_0084,EMP,EMP,,,0
1800000420,037-SAMPLE1087,0,0,,4349,20260107140657,202601071406.0,4,43,,,,Loc-Contact,Event 2,,,,,,,,,0,,,037-SAMPLE1087,1,EMP_0018,EMP,EMP,,,0
1800000421,037-SAMPLE1087,0,0,,5276,20260108180903,202601081809.0,1,72,,,,RA-eSignerPrint Interface,Event 3,,,,,,,,,0,,,037-SAMPLE1087,1,EMP_0009,EMP,EMP,,,0
1800000422,037-SAMPLE1087,0,0,,8594,20260109132617,202601091326.0,3,73,,,,Edi-Update,Event 4,,,,,,,,,0,,,037-SAMPLE1087,1,EMP_0074,EMP,EMP,,,0
1800000423,037-SAMPLE1087,0,0,,1464,20260110185147,202601101851.0,0,60,,,,Rez-CDP Messaging,Event 5,,,,,,,,,0,,,037-SAMPLE1087,1,EMP_0004,EMP,EMP,,,0
1800000424,037-SAMPLE1087,0,0,,5094,20260111124052,202601111240.0,1,36,,,,RA-eSignerPrint Interface,Event 6,,,,,,,,,0,,,037-SAMPLE1087,1,EMP_0048,EMP,EMP,,,0
1800000425,037-SAMPLE1087,0,0,,9463,20260112135836,202601121358.0,0,100,,,,Rez-CDP Messaging,Event 7,,,,,,,,,0,,,037-SAMPLE1087,1,EMP_0052,EMP,EMP,,,0
1800000426,037-SAMPLE1088,0,0,,1726,20260203174940,202602031749.0,0,100,,,,Rez-CDP Messaging,Initial contact,,,,,,,,,0,,,037-SAMPLE1088,1,EMP_0084,EMP,EMP,,,0
1800000427,037-SAMPLE1088,0,0,,9996,20260204153912,202602041539.0,1,40,,,,RA-eSignerPrint Interface,Event 2,Converted,,,,,,,,0,,,037-SAMPLE1088,1,EMP_0052,EMP,EMP,,,0
1800000428,037-SAMPLE1089,0,0,,7713,20260120115312,202601201153.0,4,57,,,,Loc-Contact,Initial contact,,,,,,,,,0,,,037-SAMPLE1089,1,EMP_0060,EMP,EMP,,,0
1800000429,037-SAMPLE1089,0,0,,8504,20260121092346,202601210923.0,1,45,,,,RA-eSignerPrint Interface,Event 2,,,,,,,,,0,,,037-SAMPLE1089,1,EMP_0044,EMP,EMP,,,0
1800000430,037-SAMPLE1089,0,0,,4083,20260122163747,202601221637.0,3,44,,,,Edi-Update,Event 3,,,,,,,,,0,,,037-SAMPLE1089,1,EMP_0004,EMP,EMP,,,0
1800000431,037-SAMPLE1089,0,0,,7232,20260123103158,202601231031.0,1,1,,,,RA-eSignerPrint Interface,Event 4,,,,,,,,,0,,,037-SAMPLE1089,1,EMP_0073,EMP,EMP,,,0
1800000432,037-SAMPLE1089,0,0,,1245,20260124082020,202601240820.0,1,75,,,,RA-eSignerPrint Interface,Event 5,,,,,,,,,0,,,037-SAMPLE1089,1,EMP_0067,EMP,EMP,,,0
1800000433,037-SAMPLE1090,0,0,,639,20260113102437,202601131024.0,1,24,,,,RA-eSignerPrint Interface,Initial contact,,,,,,,,,0,,,037-SAMPLE1090,1,EMP_0021,EMP,EMP,,,0
1800000434,037-SAMPLE1090,0,0,,4768,20260114170406,202601141704.0,4,47,,,,Loc-Contact,Event 2,,,,,,,,,0,,,037-SAMPLE1090,1,EMP_0022,EMP,EMP,,,0
1800000435,037-SAMPLE1090,0,0,,5223,20260115150134,202601151501.0,3,87,,,,Edi-Update,Event 3,,,,,,,,,0,,,037-SAMPLE1090,1,EMP_0035,EMP,EMP,,,0
1800000436,037-SAMPLE1090,0,0,,7502,20260116130807,202601161308.0,0,38,,,,Rez-CDP Messaging,Event 4,,,,,,,,,0,,,037-SAMPLE1090,1,EMP_0084,EMP,EMP,,,0
1800000437,037-SAMPLE1090,0,0,,3072,20260117143247,202601171432.0,3,16,,,,Edi-Update,Event 5,,,,,,,,,0,,,037-SAMPLE1090,1,EMP_0034,EMP,EMP,,,0
1800000438,037-SAMPLE1090,0,0,,4519,20260118144625,202601181446.0,3,8,,,,Edi-Update,Event 6,,,,,,,,,0,,,037-SAMPLE1090,1,EMP_0082,EMP,EMP,,,0
1800000439,037-SAMPLE1090,0,0,,4520,20260119121336,202601191213.0,0,4,,,,Rez-CDP Messaging,Event 7,,,,,,,,,0,,,037-SAMPLE1090,1,EMP_0084,EMP,EMP,,,0
1800000440,037-SAMPLE1090,0,0,,2143,20260120154734,202601201547.0,3,80,,,,Edi-Update,Event 8,,,,,,,,,0,,,037-SAMPLE1090,1,EMP_0051,EMP,EMP,,,0
1800000441,037-SAMPLE1091,0,0,,8842,20260217145554,202602171455.0,4,11,,,,Loc-Contact,Initial contact,,,,,,,,,0,,,037-SAMPLE1091,1,EMP_0008,EMP,EMP,,,0
